c1,c2,acc,s1,s2,nq_mean
0.8400000000000001,0.9500000000000002,0.8385195361082509,0.9696842105263157,0.6738547237076639,31
0.9400000000000002,0.9400000000000002,0.9057889924813651,0.9113951545530491,0.9509130434782608,45
0.9500000000000002,0.9900000000000002,0.9214849473451372,0.9488095238095234,0.7504761904761897,51
0.9900000000000002,0.9500000000000002,0.9200894899234063,0.8823214285714284,0.8749999999999986,45
0.9400000000000002,0.9500000000000002,0.9184278074584461,0.9676691729323308,0.9137698412698381,53
0.8900000000000001,0.9900000000000002,0.8610559728873588,0.9207602339181284,0.607072368421052,38
0.9000000000000001,0.9500000000000002,0.8448639757328862,0.9007006151742991,0.6537878787878779,39
0.9000000000000001,0.9500000000000002,0.8750084196035146,0.9132205513784458,0.8252102426115366,42
0.9500000000000002,0.9900000000000002,0.9324916987405645,0.9686616161616155,0.7884090909090901,45
0.9500000000000002,0.9900000000000002,0.932750940330176,0.9266339869281034,0.8611086956521736,46
0.9900000000000002,0.9400000000000002,0.9366418401770553,0.9392499999999999,0.9438385167464113,49
0.9000000000000001,0.8400000000000001,0.7932502136843855,0.8973684210526311,0.7264653271975925,33
0.9900000000000002,0.9400000000000002,0.9050418659332136,0.7855330634277999,0.9592631578947367,45
0.9500000000000002,0.9400000000000002,0.8884807062149973,0.9210317460317455,0.7783277511961717,41
0.9500000000000002,0.9900000000000002,0.9385762430665775,0.9899999999999993,0.7936363636363634,46
0.9500000000000002,0.9900000000000002,0.9048744373786535,0.9011363636363631,0.7309313725490191,42
0.9900000000000002,0.9400000000000002,0.9249930764292229,0.8437754010695182,1.0,46
